student_id,all_clicks,active_days,access_frequency,material_clicks,avg_quiz_score,quiz_attempts,avg_assignment_score,assignment_submissions,final_grade,risk_cluster,total_time_spent
51576,799,35,22.82857142857143,44.0,87.88888888888889,9.0,86.0,7.0,30,0,1598
51576,799,35,22.82857142857143,44.0,87.88888888888889,9.0,86.0,7.0,85,0,1598
52014,349,46,7.586956521739131,16.0,39.0,5.0,40.0,6.0,40,0,698
52130,1894,122,15.524590163934427,147.0,0.0,0.0,71.4,5.0,65,0,3788
52426,68,5,13.6,3.0,100.0,2.0,55.0,3.0,40,0,136
52765,4938,190,25.989473684210527,138.0,0.0,0.0,63.0,5.0,65,0,9876
52797,1117,61,18.311475409836067,37.0,96.0,5.0,80.5,6.0,65,0,2234
52899,2468,130,18.984615384615385,222.0,96.0,5.0,67.6,5.0,30,0,4936
52899,2468,130,18.984615384615385,222.0,96.0,5.0,67.6,5.0,65,0,4936
53025,3158,142,22.239436619718308,88.0,0.0,0.0,78.0,5.0,65,0,6316
53236,43,5,8.6,3.0,0.0,0.0,0.0,0.0,30,0,86
53300,1957,124,15.78225806451613,63.0,89.5,4.0,90.0,4.0,85,0,3914
53360,22,3,7.333333333333333,4.0,0.0,0.0,0.0,0.0,30,0,44
53488,1426,105,13.58095238095238,116.0,94.14285714285714,7.0,69.5,6.0,65,0,2852
53632,326,14,23.285714285714285,95.0,0.0,0.0,86.55555555555556,9.0,30,0,652
53632,326,14,23.285714285714285,95.0,0.0,0.0,86.55555555555556,9.0,40,0,652
53895,65,5,13.0,12.0,0.0,0.0,0.0,0.0,30,0,130
54062,147,13,11.307692307692308,5.0,60.5,2.0,81.2,5.0,30,0,294
54062,147,13,11.307692307692308,5.0,60.5,2.0,81.2,5.0,85,0,294
54388,42,1,42.0,1.0,0.0,0.0,0.0,0.0,30,0,84
54391,179,8,22.375,14.0,44.5,2.0,0.0,0.0,30,0,358
54810,96,10,9.6,5.0,0.0,0.0,74.25,8.0,30,0,192
54810,96,10,9.6,5.0,0.0,0.0,74.25,8.0,65,0,192
55026,283,39,7.256410256410256,45.0,85.0,4.0,62.0,5.0,65,0,566
55104,1480,75,19.733333333333334,75.0,0.0,0.0,71.0,5.0,65,0,2960
55242,13,4,3.25,1.0,0.0,0.0,0.0,0.0,40,0,26
55968,578,47,12.297872340425531,19.0,80.0,3.0,54.666666666666664,3.0,40,0,1156
56340,4,1,4.0,0.0,0.0,0.0,0.0,0.0,40,0,8
56789,379,33,11.484848484848484,48.0,84.0,5.0,70.16666666666667,6.0,65,0,758
57079,776,66,11.757575757575758,97.0,84.0,5.0,64.8,5.0,40,0,1552
57227,1425,133,10.714285714285714,55.0,0.0,0.0,81.4,5.0,65,0,2850
57285,283,9,31.444444444444443,15.0,0.0,0.0,54.2,5.0,65,0,566
57340,1090,54,20.185185185185187,64.0,70.75,4.0,0.0,0.0,65,0,2180
57359,217,10,21.7,28.0,0.0,0.0,0.0,0.0,30,0,434
57506,1319,90,14.655555555555555,76.0,0.0,0.0,74.0,5.0,65,0,2638
57818,3037,150,20.246666666666666,214.0,0.0,0.0,93.5,6.0,65,0,6074
58071,3648,149,24.483221476510067,108.0,0.0,0.0,76.0,5.0,65,0,7296
58089,102,6,17.0,14.0,100.0,1.0,75.0,1.0,40,0,204
58316,1295,102,12.696078431372548,62.0,0.0,0.0,73.4,5.0,65,0,2590
58617,286,15,19.066666666666666,37.0,0.0,0.0,40.666666666666664,6.0,40,0,572
58653,383,40,9.575,66.0,0.0,0.0,55.2,5.0,65,0,766
58873,1732,120,14.433333333333334,84.0,0.0,0.0,73.2,5.0,65,0,3464
59185,1102,61,18.065573770491802,45.0,0.0,0.0,78.6,5.0,65,0,2204
59272,1425,76,18.75,39.0,0.0,0.0,66.25,4.0,65,0,2850
59275,522,28,18.642857142857142,24.0,0.0,0.0,52.5,4.0,40,0,1044
59370,2057,141,14.588652482269504,113.0,0.0,0.0,65.0,6.0,65,0,4114
59541,441,10,44.1,20.0,40.0,1.0,0.0,0.0,30,0,882
59725,859,71,12.098591549295774,61.0,80.0,5.0,84.83333333333333,6.0,85,0,1718
60135,2750,115,23.91304347826087,254.0,52.714285714285715,7.0,71.0,4.0,65,0,5500
60416,4983,215,23.176744186046513,92.0,100.0,5.0,69.16666666666667,6.0,65,0,9966
60809,2519,101,24.940594059405942,77.0,88.0,4.0,90.25,8.0,65,0,5038
60809,2519,101,24.940594059405942,77.0,88.0,4.0,90.25,8.0,65,0,5038
60830,1365,81,16.85185185185185,82.0,92.0,5.0,72.2,5.0,65,0,2730
61227,4642,128,36.265625,111.0,68.25,4.0,0.0,0.0,65,0,9284
61236,506,57,8.87719298245614,37.0,56.0,1.0,0.0,0.0,30,0,1012
61352,181,15,12.066666666666666,11.0,0.0,0.0,100.0,1.0,30,0,362
61911,136,11,12.363636363636363,7.0,0.0,0.0,83.33333333333333,3.0,40,0,272
62155,3388,148,22.89189189189189,26.0,0.0,0.0,76.0,5.0,65,0,6776
62278,1037,79,13.126582278481013,97.0,56.666666666666664,3.0,67.66666666666667,3.0,40,0,2074
62487,683,54,12.648148148148149,23.0,0.0,0.0,71.6,5.0,65,0,1366
62631,525,33,15.909090909090908,18.0,93.33333333333333,3.0,70.75,4.0,40,0,1050
63044,231,16,14.4375,49.0,70.0,2.0,60.0,3.0,40,0,462
63165,912,87,10.482758620689655,30.0,0.0,0.0,51.4,5.0,65,0,1824
63371,3344,145,23.06206896551724,191.0,80.25,4.0,85.75,4.0,65,0,6688
63400,2737,175,15.64,135.0,0.0,0.0,71.6,5.0,65,0,5474
63467,712,29,24.551724137931036,74.0,0.0,0.0,62.6,5.0,65,0,1424
63566,1232,71,17.35211267605634,166.0,0.0,0.0,66.0,6.0,40,0,2464
63721,771,67,11.507462686567164,157.0,84.0,5.0,84.0,5.0,85,0,1542
63856,965,102,9.46078431372549,75.0,0.0,0.0,56.333333333333336,6.0,65,0,1930
64275,199,22,9.045454545454545,11.0,85.0,4.0,68.5,6.0,65,0,398
64296,633,24,26.375,34.0,60.0,1.0,95.33333333333333,3.0,40,0,1266
64296,633,24,26.375,34.0,60.0,1.0,95.33333333333333,3.0,40,0,1266
64450,1162,44,26.40909090909091,79.0,0.0,0.0,44.833333333333336,6.0,65,0,2324
64767,78,12,6.5,1.0,0.0,0.0,70.0,4.0,30,0,156
65002,176,13,13.538461538461538,3.0,0.0,0.0,67.0,4.0,30,0,352
65002,176,13,13.538461538461538,3.0,0.0,0.0,67.0,4.0,40,0,352
66047,52,8,6.5,2.0,0.0,0.0,43.0,1.0,30,0,104
66254,2149,80,26.8625,94.0,73.0,3.0,71.33333333333333,3.0,40,0,4298
66577,143,17,8.411764705882353,11.0,0.0,0.0,83.0,3.0,40,0,286
66579,681,38,17.92105263157895,82.0,83.5,2.0,57.666666666666664,3.0,40,0,1362
67471,1113,52,21.403846153846153,122.0,0.0,0.0,70.33333333333333,6.0,65,0,2226
67505,1246,72,17.305555555555557,82.0,0.0,0.0,64.25,4.0,40,0,2492
67602,797,72,11.069444444444445,110.0,51.142857142857146,7.0,44.166666666666664,6.0,65,0,1594
67685,10,5,2.0,1.0,0.0,0.0,81.0,4.0,30,0,20
67685,10,5,2.0,1.0,0.0,0.0,81.0,4.0,65,0,20
67781,369,21,17.571428571428573,32.0,0.0,0.0,73.83333333333333,6.0,85,0,738
67785,1351,74,18.256756756756758,186.0,73.5,6.0,77.0,5.0,65,0,2702
68011,360,31,11.612903225806452,30.0,0.0,0.0,81.0,2.0,30,0,720
68376,1085,81,13.395061728395062,118.0,0.0,0.0,70.0,5.0,65,0,2170
68556,98,15,6.533333333333333,23.0,20.0,1.0,69.33333333333333,3.0,40,0,196
69489,215,21,10.238095238095237,10.0,0.0,0.0,0.0,0.0,30,0,430
69489,215,21,10.238095238095237,10.0,0.0,0.0,0.0,0.0,30,0,430
69489,215,21,10.238095238095237,10.0,0.0,0.0,0.0,0.0,40,0,430
69491,373,49,7.612244897959184,56.0,73.28571428571429,7.0,60.0,6.0,65,0,746
69494,2049,84,24.392857142857142,122.0,0.0,4.0,62.0,1.0,30,0,4098
69494,2049,84,24.392857142857142,122.0,0.0,4.0,62.0,1.0,30,0,4098
69703,695,71,9.788732394366198,71.0,73.25,4.0,73.5,4.0,65,0,1390
70011,6396,227,28.176211453744493,190.0,0.0,0.0,80.2,5.0,65,0,12792
70214,369,18,20.5,32.0,33.0,1.0,48.0,4.0,30,0,738
70214,369,18,20.5,32.0,33.0,1.0,48.0,4.0,65,0,738
70381,755,68,11.102941176470589,42.0,72.5,4.0,74.5,4.0,65,0,1510
70464,1053,46,22.891304347826086,37.0,0.0,0.0,55.6,5.0,65,0,2106
70495,1979,113,17.513274336283185,64.0,87.45454545454545,11.0,89.66666666666667,9.0,65,0,3958
70495,1979,113,17.513274336283185,64.0,87.45454545454545,11.0,89.66666666666667,9.0,85,0,3958
70569,947,56,16.910714285714285,36.0,0.0,0.0,55.8,5.0,65,0,1894
70608,270,27,10.0,20.0,92.0,5.0,77.66666666666667,6.0,85,0,540
70750,103,8,12.875,11.0,0.0,0.0,0.0,0.0,30,0,206
70771,181,6,30.166666666666668,8.0,50.0,1.0,0.0,0.0,30,0,362
71209,483,68,7.102941176470588,8.0,0.0,0.0,58.333333333333336,6.0,65,0,966
71361,2327,135,17.237037037037037,129.0,0.0,0.0,80.4,5.0,65,0,4654
71433,60,8,7.5,9.0,0.0,0.0,0.0,0.0,40,0,120
71504,1049,59,17.779661016949152,55.0,0.0,0.0,83.8,5.0,65,0,2098
71723,678,46,14.73913043478261,28.0,53.333333333333336,3.0,58.6,5.0,40,0,1356
71723,678,46,14.73913043478261,28.0,53.333333333333336,3.0,58.6,5.0,40,0,1356
72349,134,10,13.4,5.0,0.0,0.0,0.0,0.0,30,0,268
72400,420,36,11.666666666666666,102.0,96.0,5.0,75.5,6.0,85,0,840
72609,6378,208,30.66346153846154,112.0,51.5,4.0,57.25,4.0,40,0,12756
73489,1845,144,12.8125,74.0,88.0,5.0,69.16666666666667,6.0,65,0,3690
73584,243,12,20.25,17.0,0.0,0.0,28.0,2.0,30,0,486
73664,38,12,3.1666666666666665,5.0,0.0,0.0,25.0,2.0,30,0,76
73664,38,12,3.1666666666666665,5.0,0.0,0.0,25.0,2.0,40,0,76
73874,931,34,27.38235294117647,97.0,0.0,0.0,84.33333333333333,3.0,30,0,1862
74290,271,25,10.84,34.0,10.0,2.0,0.0,0.0,30,0,542
74290,271,25,10.84,34.0,10.0,2.0,0.0,0.0,30,0,542
74372,116,14,8.285714285714286,3.0,0.0,0.0,48.5,4.0,40,0,232
74502,3630,207,17.536231884057973,204.0,0.0,0.0,64.4,5.0,65,0,7260
74585,7811,171,45.67836257309941,183.0,92.0,5.0,86.16666666666667,6.0,85,0,15622
74695,3679,122,30.15573770491803,138.0,92.0,5.0,91.6,5.0,85,0,7358
74734,208,34,6.117647058823529,15.0,95.0,4.0,75.0,6.0,65,0,416
75091,2992,122,24.524590163934427,97.0,0.0,0.0,66.0,5.0,65,0,5984
75255,950,79,12.025316455696203,33.0,0.0,0.0,81.8,5.0,65,0,1900
75309,1,1,1.0,0.0,0.0,0.0,0.0,0.0,30,0,2
75309,1,1,1.0,0.0,0.0,0.0,0.0,0.0,30,0,2
75399,489,49,9.979591836734693,51.0,84.0,5.0,61.8,5.0,65,0,978
75454,4465,129,34.6124031007752,145.0,64.75,4.0,80.0,4.0,65,0,8930
75728,1868,70,26.685714285714287,92.0,68.5,2.0,0.0,0.0,40,0,3736
76081,759,39,19.46153846153846,106.0,0.0,0.0,70.44444444444444,9.0,30,0,1518
76081,759,39,19.46153846153846,106.0,0.0,0.0,70.44444444444444,9.0,65,0,1518
76536,18,7,2.5714285714285716,1.0,65.33333333333333,3.0,69.0,1.0,40,0,36
76949,1482,94,15.76595744680851,130.0,86.75,4.0,74.75,4.0,65,0,2964
77241,224,24,9.333333333333334,6.0,0.0,0.0,71.0,2.0,30,0,448
77367,680,86,7.906976744186046,35.0,0.0,0.0,70.4,5.0,65,0,1360
77763,1354,101,13.405940594059405,171.0,93.85714285714286,7.0,87.83333333333333,6.0,65,0,2708
78170,2669,109,24.486238532110093,142.0,0.0,0.0,73.66666666666667,6.0,40,0,5338
78255,321,39,8.23076923076923,67.0,100.0,1.0,71.66666666666667,3.0,30,0,642
78255,321,39,8.23076923076923,67.0,100.0,1.0,71.66666666666667,3.0,40,0,642
78645,426,40,10.65,15.0,80.0,1.0,71.0,3.0,40,0,852
79403,1782,76,23.44736842105263,30.0,0.0,0.0,60.666666666666664,3.0,30,0,3564
79461,810,46,17.608695652173914,33.0,23.5,4.0,47.333333333333336,3.0,30,0,1620
79461,810,46,17.608695652173914,33.0,23.5,4.0,47.333333333333336,3.0,40,0,1620
80329,3972,145,27.393103448275863,159.0,82.25,4.0,74.2,10.0,30,0,7944
80329,3972,145,27.393103448275863,159.0,82.25,4.0,74.2,10.0,65,0,7944
80329,3972,145,27.393103448275863,159.0,82.25,4.0,74.2,10.0,30,0,7944
80329,3972,145,27.393103448275863,159.0,82.25,4.0,74.2,10.0,65,0,7944
80491,330,43,7.674418604651163,13.0,48.0,2.0,54.333333333333336,3.0,30,0,660
80717,3699,197,18.776649746192895,249.0,100.0,5.0,87.16666666666667,6.0,85,0,7398
80868,28615,284,100.75704225352112,850.0,80.75,4.0,75.16666666666667,6.0,65,0,57230
80868,28615,284,100.75704225352112,850.0,80.75,4.0,75.16666666666667,6.0,65,0,57230
81351,817,96,8.510416666666666,108.0,70.85714285714286,7.0,73.33333333333333,6.0,40,0,1634
82088,1100,84,13.095238095238095,175.0,0.0,0.0,80.33333333333333,3.0,40,0,2200
82535,352,45,7.822222222222222,31.0,76.0,5.0,62.166666666666664,6.0,65,0,704
82575,658,43,15.30232558139535,108.0,93.0,4.0,92.75,4.0,85,0,1316
82741,879,43,20.441860465116278,119.0,88.0,5.0,64.0,6.0,65,0,1758
83219,1055,71,14.859154929577464,118.0,61.5,4.0,77.75,8.0,65,0,2110
83219,1055,71,14.859154929577464,118.0,61.5,4.0,77.75,8.0,65,0,2110
83254,954,70,13.628571428571428,155.0,84.0,5.0,63.833333333333336,6.0,65,0,1908
83453,382,13,29.384615384615383,48.0,30.0,1.0,0.0,0.0,30,0,764
84245,657,74,8.878378378378379,108.0,90.0,4.0,85.16666666666667,6.0,85,0,1314
84299,759,62,12.241935483870968,38.0,77.2,10.0,73.0,7.0,30,0,1518
84299,759,62,12.241935483870968,38.0,77.2,10.0,73.0,7.0,65,0,1518
84541,179,11,16.272727272727273,19.0,0.0,0.0,34.0,2.0,40,0,358
84576,642,37,17.35135135135135,40.0,0.0,0.0,58.5,6.0,85,0,1284
84605,806,52,15.5,50.0,0.0,0.0,86.71428571428571,7.0,30,0,1612
84605,806,52,15.5,50.0,0.0,0.0,86.71428571428571,7.0,65,0,1612
84664,495,35,14.142857142857142,23.0,100.0,5.0,78.4,5.0,65,0,990
84812,474,48,9.875,26.0,92.0,5.0,87.83333333333333,6.0,65,0,948
85092,665,32,20.78125,35.0,0.0,0.0,58.0,4.0,65,0,1330
85144,656,75,8.746666666666666,30.0,0.0,0.0,77.6,5.0,65,0,1312
85302,2280,127,17.95275590551181,145.0,0.0,0.0,71.2,5.0,65,0,4560
85304,23,1,23.0,2.0,0.0,0.0,0.0,0.0,30,0,46
85325,81,6,13.5,10.0,0.0,0.0,59.0,1.0,30,0,162
86047,1065,51,20.88235294117647,89.0,51.166666666666664,6.0,51.714285714285715,7.0,30,0,2130
86047,1065,51,20.88235294117647,89.0,51.166666666666664,6.0,51.714285714285715,7.0,65,0,2130
86291,197,12,16.416666666666668,3.0,76.0,5.0,65.0,7.0,30,0,394
86291,197,12,16.416666666666668,3.0,76.0,5.0,65.0,7.0,40,0,394
87107,861,77,11.181818181818182,121.0,59.0,2.0,80.25,4.0,65,0,1722
87431,802,29,27.655172413793103,30.0,0.0,0.0,50.0,3.0,30,0,1604
87732,1018,83,12.265060240963855,112.0,84.0,5.0,73.2,5.0,65,0,2036
88340,187,23,8.130434782608695,58.0,90.0,2.0,62.0,2.0,30,0,374
88490,195,15,13.0,29.0,0.0,0.0,91.5,6.0,85,0,390
