student_id,all_clicks,active_days,access_frequency,material_clicks,avg_quiz_score,quiz_attempts,avg_assignment_score,assignment_submissions,final_grade,total_time_spent,procrastination_index,late_submission_count,max_burnout_score,avg_burnout_score,spike_count,crash_count,decline_weeks,avg_instability,max_instability,burnout_weeks,total_weeks,burnout_week_ratio,burnout_risk,burnout_probability,burnout_predicted,risk_level
29411,1170,91,12.857142857142858,124.0,0.0,1.0,67.28571428571429,7.0,65,2340,-0.2222222222222222,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
29420,816,49,16.653061224489797,65.0,85.0,4.0,66.66666666666667,3.0,65,1632,-2.571428571428572,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
29639,6986,245,28.51428571428572,107.0,79.25,4.0,87.25,8.0,65,13972,-0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
29764,2867,89,32.21348314606742,107.0,86.25,4.0,91.25,4.0,85,5734,-1.625,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
29820,1027,71,14.464788732394366,164.0,71.75,4.0,85.625,8.0,65,2054,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
30091,1332,64,20.8125,101.0,100.0,5.0,76.0,5.0,65,2664,-2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
30096,714,54,13.22222222222222,86.0,98.0,4.0,88.5,4.0,85,1428,3.375,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
30268,281,12,23.416666666666668,8.0,0.0,0.0,0.0,0.0,30,562,0.0,0.0,0.0156499469605628,0.0078249734802814,0.0,0.0,0.0,0.0151515151515151,0.0303030303030303,0.0,2.0,0.0,0,0.0,0,Safe
30549,137,21,6.523809523809524,3.0,0.0,0.0,35.0,1.0,40,274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
30850,2258,130,17.369230769230768,49.0,99.0,4.0,99.5,4.0,85,4516,1.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
31014,531,47,11.297872340425531,12.0,100.0,2.0,83.33333333333333,3.0,30,1062,2.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
31161,2932,185,15.848648648648648,186.0,97.25,4.0,95.75,4.0,85,5864,6.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
31173,858,57,15.052631578947368,46.0,0.0,0.0,54.0,6.0,40,1716,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
31269,614,30,20.466666666666665,63.0,0.0,0.0,56.0,2.0,30,1228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
31600,429,19,22.57894736842105,5.0,0.0,0.0,54.8,5.0,65,858,-2.4,3.0,0.3219864429802333,0.1293594098006827,1.0,0.0,2.0,0.0361932250391519,0.0528138528138528,1.0,8.0,0.125,0,0.14,0,Safe
31604,2158,123,17.54471544715447,109.0,0.0,0.0,76.0,5.0,65,4316,2.0,0.0,0.695472017646464,0.3436064311170325,9.0,8.0,20.0,0.0462783479153408,0.1142857142857142,20.0,36.0,0.5555555555555556,1,0.93,1,High Risk
31663,5906,222,26.6036036036036,286.0,96.0,5.0,65.33333333333333,6.0,65,11812,-2.0,6.0,0.3498094134286568,0.1699595798835829,0.0,0.0,2.0,0.1005217186757156,0.1774891774891775,2.0,5.0,0.4,1,0.92,1,High Risk
31849,1179,80,14.7375,32.0,88.0,5.0,69.66666666666667,6.0,65,2358,-2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
32327,699,30,23.3,22.0,0.0,0.0,31.0,2.0,30,1398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
32885,1034,70,14.771428571428572,59.0,0.0,0.0,54.4,5.0,65,2068,-11.4,5.0,0.382239855714712,0.2304246087105318,5.0,2.0,14.0,0.0225264091969832,0.0519612777776497,3.0,29.0,0.1034482758620689,0,0.02,0,Safe
32930,438,13,33.69230769230769,23.0,0.0,0.0,45.0,5.0,65,876,-2.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
33387,248,22,11.272727272727272,18.0,0.0,0.0,59.0,3.0,30,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
33387,248,22,11.272727272727272,18.0,0.0,0.0,59.0,3.0,40,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
33666,1208,66,18.303030303030305,16.0,100.0,1.0,68.0,2.0,30,2416,-8.25,2.0,0.415618768559981,0.2288527393428715,1.0,1.0,1.0,0.0716995434918324,0.1035371384172237,3.0,5.0,0.6,1,0.82,1,High Risk
33681,434,24,18.08333333333333,55.0,0.0,0.0,76.14285714285714,7.0,30,868,32.285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
33681,434,24,18.08333333333333,55.0,0.0,0.0,76.14285714285714,7.0,40,868,32.285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
33897,322,5,64.4,19.0,0.0,0.0,54.5,4.0,30,644,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
33930,544,72,7.555555555555555,29.0,0.0,0.0,84.2,5.0,65,1088,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
34068,613,55,11.145454545454545,11.0,67.0,2.0,86.0,1.0,30,1226,-4.333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
34087,294,36,8.166666666666666,25.0,0.0,0.0,84.42857142857143,7.0,30,588,33.285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
34087,294,36,8.166666666666666,25.0,0.0,0.0,84.42857142857143,7.0,40,588,33.285714285714285,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
34229,706,50,14.12,65.0,100.0,4.0,78.4,5.0,65,1412,-5.333333333333333,7.0,0.3017529957146571,0.0783610361753075,0.0,0.0,1.0,0.0088735217758441,0.0148453923805041,0.0,4.0,0.0,0,0.0,0,Safe
34353,391,32,12.21875,10.0,100.0,5.0,81.2,5.0,40,782,-2.0,5.0,0.329162641196794,0.1027363711974766,0.0,0.0,1.0,0.0560715421707156,0.0865800865800865,1.0,4.0,0.25,0,0.01,0,Safe
34431,192,13,14.76923076923077,10.0,80.0,1.0,0.0,0.0,30,384,-6.0,1.0,0.3007070219399538,0.0774103899607112,1.0,0.0,0.0,0.007032783202035,0.0108311653707331,0.0,4.0,0.0,0,0.0,0,Safe
34653,213,20,10.65,21.0,0.0,0.0,49.0,3.0,40,426,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
34662,218,26,8.384615384615385,22.0,0.0,0.0,34.5,2.0,30,436,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
34756,129,11,11.727272727272728,13.0,80.0,1.0,61.0,2.0,30,258,-2.0,2.0,0.2996255007567865,0.0756999414667661,0.0,0.0,1.0,0.0037208376296695,0.0087370132774722,0.0,4.0,0.0,0,0.0,0,Safe
34863,198,19,10.421052631578949,14.0,88.0,5.0,62.16666666666666,6.0,65,396,-2.5454545454545454,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,Safe
35355,1116,64,17.4375,12.0,69.66666666666667,3.0,78.0,6.0,30,2232,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
35355,1116,64,17.4375,12.0,69.66666666666667,3.0,78.0,6.0,65,2232,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
35502,545,32,17.03125,78.0,0.0,0.0,66.0,1.0,30,1090,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
35508,1142,69,16.55072463768116,93.0,81.75,4.0,93.5,4.0,65,2284,-0.625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
35508,1142,69,16.55072463768116,93.0,81.75,4.0,93.5,4.0,85,2284,-0.625,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
35812,19,3,6.333333333333333,3.0,0.0,0.0,71.0,1.0,40,38,0.0,0.0,0.0076014028094162,0.0038007014047081,0.0,0.0,0.0,0.0073593073593073,0.0147186147186147,0.0,2.0,0.0,0,0.0,0,Safe
37622,470,39,12.051282051282053,40.0,100.0,4.0,69.83333333333333,6.0,65,940,-1.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
37652,885,54,16.38888888888889,86.0,97.5,4.0,0.0,0.0,85,1770,-3.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
38053,2445,143,17.097902097902097,56.0,0.0,0.0,68.0,5.0,65,4890,-2.0,1.0,0.6819156801793197,0.2689725439992181,6.0,4.0,21.0,0.0519477212362895,0.231368981239183,11.0,39.0,0.282051282051282,0,0.27,0,Safe
38234,94,9,10.444444444444445,5.0,86.66666666666667,3.0,71.0,4.0,40,188,-0.5714285714285714,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
38711,169,14,12.071428571428571,11.0,0.0,0.0,38.75,4.0,30,338,-6.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
39208,2067,160,12.91875,79.0,0.0,0.0,77.4,5.0,65,4134,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
39208,2067,160,12.91875,79.0,0.0,0.0,77.4,5.0,30,4134,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
39411,164,15,10.933333333333334,2.0,0.0,0.0,70.0,1.0,40,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
39427,93,14,6.642857142857143,8.0,0.0,0.0,84.0,1.0,30,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
39655,432,34,12.705882352941176,29.0,84.0,5.0,82.33333333333333,6.0,85,864,-1.0909090909090908,5.0,0.0120728162267199,0.0073725837813794,0.0,0.0,0.0,0.014275551878978,0.0233766233766233,0.0,3.0,0.0,0,0.0,0,Safe
39660,336,34,9.882352941176473,19.0,0.0,0.0,64.5,4.0,40,672,3.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
40184,1876,149,12.590604026845638,113.0,0.0,0.0,92.66666666666669,6.0,85,3752,18.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
40333,174,15,11.6,31.0,0.0,0.0,0.0,0.0,30,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
40419,704,40,17.6,61.0,67.0,1.0,72.57142857142857,7.0,30,1408,2.4444444444444446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
40419,704,40,17.6,61.0,67.0,1.0,72.57142857142857,7.0,65,1408,2.4444444444444446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
40563,584,60,9.733333333333333,42.0,0.0,0.0,74.83333333333333,6.0,65,1168,3.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
40604,465,53,8.773584905660377,35.0,80.0,2.0,63.0,4.0,65,930,-2.1666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
41060,411,34,12.088235294117649,30.0,85.0,6.0,80.2,5.0,40,822,-0.9090909090909092,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
41547,1007,61,16.508196721311474,31.0,0.0,0.0,61.6,5.0,65,2014,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
42638,5659,193,29.321243523316063,284.0,62.75,4.0,80.0,8.0,65,11318,0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
42746,2403,142,16.922535211267604,102.0,94.27272727272728,11.0,94.33333333333331,9.0,85,4806,36.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
42818,200,20,10.0,9.0,0.0,0.0,39.0,1.0,40,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
43284,847,96,8.822916666666666,79.0,74.2,5.0,68.0,4.0,30,1694,-1.6666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
45462,1492,90,16.57777777777778,32.0,0.0,0.0,68.0,5.0,65,2984,-0.4,2.0,0.6952024152451345,0.2455422187638316,5.0,2.0,17.0,0.0379439944508328,0.1004329004329004,9.0,32.0,0.28125,0,0.21,0,Safe
45642,1428,105,13.6,72.0,0.0,0.0,72.4,5.0,65,2856,-2.6,2.0,0.6909344105483383,0.2717288229116431,8.0,4.0,17.0,0.0363532612847046,0.0983132037374552,9.0,35.0,0.2571428571428571,0,0.21,0,Safe
45664,1445,90,16.055555555555557,237.0,49.625,8.0,55.42857142857143,7.0,30,2890,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
45664,1445,90,16.055555555555557,237.0,49.625,8.0,55.42857142857143,7.0,65,2890,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
46605,3427,208,16.47596153846154,72.0,91.75,4.0,94.25,4.0,85,6854,0.125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
46705,1149,73,15.73972602739726,145.0,87.75,4.0,78.33333333333333,3.0,40,2298,-4.285714285714286,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
46753,887,35,25.34285714285714,118.0,0.0,0.0,63.0,5.0,65,1774,-6.833333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
46844,340,46,7.391304347826087,32.0,0.0,0.0,64.8,5.0,65,680,0.2,0.0,0.6793603624245877,0.2666001022994735,5.0,3.0,14.0,0.0162184254764629,0.0623376623376623,3.0,26.0,0.1153846153846153,0,0.04,0,Safe
47063,137,29,4.724137931034483,11.0,0.0,0.0,49.25,4.0,30,274,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
47855,12,6,2.0,2.0,48.0,5.0,44.16666666666666,6.0,30,24,121.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
47891,118,14,8.428571428571429,12.0,0.0,0.0,65.66666666666667,3.0,40,236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
48040,1829,158,11.575949367088608,357.0,96.0,5.0,61.66666666666666,6.0,65,3658,-1.5454545454545454,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
48152,528,40,13.2,49.0,0.0,0.0,53.2,5.0,65,1056,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
48503,434,39,11.128205128205128,18.0,80.0,5.0,73.6,5.0,65,868,-0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
48635,592,21,28.19047619047619,25.0,88.75,8.0,82.8,5.0,30,1184,59.53846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
48635,592,21,28.19047619047619,25.0,88.75,8.0,82.8,5.0,65,1184,59.53846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
49119,2154,109,19.761467889908257,133.0,79.0,4.0,86.33333333333333,6.0,85,4308,-1.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
49119,2154,109,19.761467889908257,133.0,79.0,4.0,86.33333333333333,6.0,30,4308,-1.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
50069,531,28,18.964285714285715,92.0,93.33333333333331,3.0,76.33333333333333,3.0,40,1062,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
50263,425,31,13.709677419354838,33.0,73.875,8.0,80.33333333333333,6.0,30,850,62.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
50263,425,31,13.709677419354838,33.0,73.875,8.0,80.33333333333333,6.0,65,850,62.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
50476,237,10,23.7,19.0,0.0,0.0,87.8,5.0,85,474,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
50610,13,4,3.25,0.0,0.0,0.0,87.33333333333333,3.0,40,26,56.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
50993,176,23,7.6521739130434785,11.0,65.0,4.0,31.2,5.0,40,352,-2.111111111111111,5.0,0.013414240251911,0.0081846513803718,0.0,0.0,0.0,0.0158479603428782,0.0259740259740259,0.0,3.0,0.0,0,0.0,0,Safe
51030,183,9,20.33333333333333,18.0,0.0,0.0,81.8,5.0,65,366,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
51163,1167,79,14.772151898734178,129.0,0.0,0.0,68.66666666666667,6.0,65,2334,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
51301,670,48,13.958333333333334,39.0,0.0,0.0,93.0,1.0,30,1340,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
51576,799,35,22.82857142857143,44.0,87.88888888888889,9.0,86.0,7.0,30,1598,40.9375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
51576,799,35,22.82857142857143,44.0,87.88888888888889,9.0,86.0,7.0,85,1598,40.9375,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
52014,349,46,7.586956521739131,16.0,39.0,5.0,40.0,6.0,40,698,-1.0833333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
52130,1894,122,15.524590163934429,147.0,0.0,0.0,71.4,5.0,65,3788,-1.4,1.0,0.6679833617157409,0.2793677564454837,7.0,4.0,18.0,0.0511445468361593,0.112017814341331,16.0,35.0,0.4571428571428571,1,0.93,1,High Risk
52426,68,5,13.6,3.0,100.0,2.0,55.0,3.0,40,136,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0,Safe
