student_id,course_id,activity_id,event_type,time_spent_sec,timestamp
S001,C03,C03_A7,attempt,814,2025-11-03
S001,C03,C03_A8,view,261,2025-09-19
S001,C03,C03_A9,view,109,2025-10-09
S001,C03,C03_A7,view,549,2025-12-09
S001,C03,C03_A10,submit,885,2025-12-05
S001,C03,C03_A8,submit,68,2025-11-25
S001,C03,C03_A5,attempt,814,2025-11-20
S001,C03,C03_A8,view,641,2025-10-20
S001,C03,C03_A1,view,196,2025-09-25
S001,C03,C03_A5,submit,819,2025-11-20
S001,C03,C03_A3,view,768,2025-10-28
S001,C03,C03_A3,view,450,2025-10-18
S001,C03,C03_A7,submit,766,2025-10-02
S001,C03,C03_A6,attempt,655,2025-10-08
S001,C03,C03_A5,submit,832,2025-10-29
S001,C05,C05_A7,submit,274,2025-10-11
S001,C05,C05_A10,attempt,885,2025-09-26
S001,C05,C05_A4,attempt,724,2025-11-14
S001,C05,C05_A2,attempt,502,2025-12-09
S001,C05,C05_A5,attempt,826,2025-10-20
S001,C05,C05_A3,submit,570,2025-10-25
S001,C05,C05_A8,view,866,2025-09-27
S001,C05,C05_A3,submit,171,2025-12-22
S001,C05,C05_A7,attempt,83,2025-11-23
S001,C05,C05_A1,attempt,410,2025-11-11
S001,C05,C05_A4,view,758,2025-12-19
S001,C05,C05_A4,submit,157,2025-10-08
S001,C05,C05_A7,view,811,2025-09-22
S001,C05,C05_A5,attempt,490,2025-12-26
S001,C05,C05_A7,submit,180,2025-12-17
S001,C05,C05_A6,attempt,123,2025-12-27
S001,C05,C05_A10,view,866,2025-10-29
S001,C05,C05_A1,attempt,57,2025-10-25
S001,C05,C05_A10,view,435,2025-11-05
S001,C05,C05_A6,attempt,271,2025-10-21
S001,C05,C05_A6,view,413,2025-09-30
S001,C05,C05_A3,view,356,2025-12-30
S001,C05,C05_A10,view,889,2025-12-02
S001,C05,C05_A9,submit,373,2025-12-12
S001,C05,C05_A9,view,170,2025-09-06
S001,C05,C05_A2,attempt,879,2025-11-01
S001,C05,C05_A7,submit,881,2025-09-19
S001,C05,C05_A5,submit,510,2025-10-29
S001,C05,C05_A2,submit,35,2025-12-26
S001,C05,C05_A5,view,49,2025-10-04
S001,C05,C05_A4,view,885,2025-09-21
S001,C05,C05_A9,submit,774,2025-11-18
S001,C05,C05_A7,submit,463,2025-09-16
S001,C05,C05_A2,attempt,273,2025-10-10
S001,C05,C05_A5,view,78,2025-10-02
S001,C05,C05_A10,attempt,684,2025-12-12
S001,C05,C05_A2,submit,498,2025-09-10
S001,C05,C05_A4,view,886,2025-12-26
S001,C05,C05_A7,attempt,641,2025-11-09
S001,C05,C05_A8,view,677,2025-11-06
S001,C05,C05_A3,submit,277,2025-12-02
S001,C05,C05_A7,view,328,2025-10-26
S001,C05,C05_A4,view,659,2025-10-17
S001,C05,C05_A5,view,614,2025-10-25
S001,C05,C05_A1,view,710,2025-11-26
S001,C05,C05_A10,view,566,2025-10-18
S001,C05,C05_A4,view,568,2025-11-10
S001,C05,C05_A7,submit,835,2025-11-05
S001,C05,C05_A10,submit,50,2025-10-21
S001,C05,C05_A4,attempt,74,2025-11-22
S001,C05,C05_A6,attempt,412,2025-10-04
S001,C05,C05_A9,submit,46,2025-10-17
S001,C05,C05_A10,view,383,2025-10-02
S001,C05,C05_A7,submit,702,2025-11-21
S001,C05,C05_A5,view,820,2025-11-15
S001,C05,C05_A6,submit,804,2025-10-14
S001,C05,C05_A10,view,75,2025-10-17
S001,C05,C05_A2,submit,376,2025-12-15
S001,C05,C05_A1,submit,209,2025-12-17
S001,C05,C05_A2,submit,505,2025-11-30
S001,C05,C05_A7,attempt,676,2025-09-25
S001,C05,C05_A6,view,94,2025-12-02
S001,C05,C05_A2,attempt,67,2025-10-09
S001,C05,C05_A1,view,74,2025-12-12
S001,C05,C05_A7,view,72,2025-10-12
S001,C05,C05_A9,attempt,557,2025-10-22
S001,C05,C05_A2,submit,514,2025-10-04
S001,C05,C05_A4,view,801,2025-11-23
S001,C05,C05_A2,view,322,2025-10-17
S001,C05,C05_A2,view,701,2025-10-14
S001,C05,C05_A1,attempt,157,2025-12-13
S001,C05,C05_A9,attempt,477,2025-12-24
S001,C05,C05_A5,attempt,791,2025-10-28
S001,C05,C05_A2,attempt,377,2025-09-25
S001,C05,C05_A9,attempt,738,2025-11-04
S001,C05,C05_A10,attempt,846,2025-11-07
S001,C05,C05_A9,attempt,850,2025-09-12
S001,C05,C05_A9,submit,464,2025-09-12
S001,C05,C05_A1,attempt,646,2025-12-16
S001,C05,C05_A2,view,588,2025-10-09
S001,C05,C05_A2,attempt,135,2025-09-12
S001,C05,C05_A7,attempt,706,2025-10-09
S001,C05,C05_A5,attempt,486,2025-11-18
S001,C05,C05_A3,submit,466,2025-09-23
S001,C05,C05_A4,submit,484,2025-10-16
S001,C05,C05_A3,attempt,73,2025-12-04
S001,C05,C05_A5,attempt,659,2025-10-27
S001,C05,C05_A9,attempt,684,2025-12-12
S001,C05,C05_A9,view,106,2025-11-26
S001,C05,C05_A10,submit,445,2025-10-18
S001,C05,C05_A5,submit,850,2025-12-06
S001,C05,C05_A6,submit,193,2025-09-05
S001,C05,C05_A10,view,899,2025-11-18
S001,C05,C05_A9,submit,830,2025-10-28
S001,C05,C05_A5,view,159,2025-09-10
S001,C05,C05_A9,view,827,2025-11-23
S001,C05,C05_A5,attempt,400,2025-10-21
S001,C05,C05_A2,submit,63,2025-11-18
S001,C05,C05_A3,view,725,2025-10-29
S001,C05,C05_A10,attempt,410,2025-10-28
S001,C05,C05_A5,view,617,2025-09-19
S001,C05,C05_A3,submit,405,2025-10-22
S001,C05,C05_A5,attempt,695,2025-10-07
S001,C05,C05_A8,view,146,2025-09-05
S001,C05,C05_A2,submit,220,2025-11-04
S001,C05,C05_A5,submit,426,2025-12-27
S001,C05,C05_A2,submit,150,2025-10-05
S001,C05,C05_A1,attempt,750,2025-10-29
S001,C05,C05_A6,view,656,2025-10-08
S001,C05,C05_A5,submit,532,2025-09-27
S001,C05,C05_A8,view,168,2025-12-20
S001,C05,C05_A2,view,492,2025-09-24
S001,C05,C05_A2,submit,485,2025-09-13
S001,C05,C05_A7,submit,895,2025-10-12
S001,C05,C05_A4,submit,385,2025-12-01
S001,C05,C05_A1,view,593,2025-11-10
S001,C05,C05_A2,attempt,337,2025-12-19
S001,C05,C05_A8,view,758,2025-12-01
S001,C05,C05_A8,submit,683,2025-09-24
S001,C05,C05_A8,attempt,550,2025-09-30
S002,C05,C05_A9,view,841,2025-09-19
S002,C05,C05_A10,view,839,2025-11-04
S002,C05,C05_A8,view,399,2025-11-11
S002,C05,C05_A9,submit,407,2025-10-31
S002,C05,C05_A9,submit,162,2025-11-19
S002,C05,C05_A10,view,97,2025-10-11
S002,C05,C05_A8,attempt,764,2025-12-03
S002,C05,C05_A8,attempt,568,2025-10-24
S002,C05,C05_A6,attempt,873,2025-11-14
S002,C05,C05_A3,view,158,2025-10-12
S002,C05,C05_A7,submit,105,2025-10-29
S002,C05,C05_A1,attempt,726,2025-11-07
S002,C05,C05_A6,attempt,161,2025-12-23
S002,C05,C05_A6,submit,685,2025-11-16
S002,C05,C05_A6,view,816,2025-09-18
S002,C05,C05_A9,attempt,544,2025-12-27
S002,C05,C05_A3,view,881,2025-09-17
S002,C05,C05_A4,submit,186,2025-10-10
S002,C05,C05_A5,view,195,2025-10-13
S002,C05,C05_A3,submit,260,2025-10-16
S002,C05,C05_A7,submit,320,2025-12-19
S002,C05,C05_A3,view,286,2025-09-27
S002,C05,C05_A5,submit,594,2025-10-07
S002,C05,C05_A5,view,670,2025-10-10
S002,C05,C05_A2,submit,576,2025-09-13
S002,C05,C05_A5,submit,686,2025-09-23
S002,C05,C05_A10,submit,624,2025-09-21
S002,C05,C05_A2,view,704,2025-11-20
S002,C05,C05_A10,submit,649,2025-10-15
S002,C05,C05_A8,submit,72,2025-12-16
S002,C05,C05_A9,view,113,2025-09-07
S002,C05,C05_A6,submit,819,2025-11-14
S002,C05,C05_A8,attempt,696,2025-09-28
S002,C05,C05_A4,submit,456,2025-11-20
S002,C05,C05_A4,submit,61,2025-11-04
S002,C05,C05_A8,submit,588,2025-10-09
S002,C05,C05_A10,submit,339,2025-11-02
S002,C05,C05_A8,view,854,2025-12-14
S002,C05,C05_A5,submit,445,2025-10-10
S002,C05,C05_A9,attempt,104,2025-11-29
S002,C05,C05_A3,view,191,2025-10-28
S002,C05,C05_A7,attempt,525,2025-10-31
S002,C05,C05_A6,view,378,2025-11-18
S002,C05,C05_A4,view,350,2025-12-21
S002,C05,C05_A2,submit,356,2025-12-04
S002,C05,C05_A4,attempt,438,2025-09-18
S002,C05,C05_A10,attempt,557,2025-11-12
S002,C05,C05_A7,view,356,2025-10-02
S002,C05,C05_A7,attempt,155,2025-10-06
S002,C05,C05_A2,attempt,283,2025-09-20
S002,C05,C05_A8,view,81,2025-10-09
S002,C05,C05_A5,attempt,660,2025-10-25
S002,C05,C05_A6,view,193,2025-12-15
S002,C05,C05_A6,attempt,621,2025-12-03
S002,C05,C05_A8,attempt,224,2025-12-08
S002,C05,C05_A7,view,540,2025-11-06
S002,C05,C05_A9,attempt,540,2025-12-23
S002,C05,C05_A7,attempt,539,2025-09-04
S002,C05,C05_A2,view,432,2025-11-05
S002,C05,C05_A8,attempt,276,2025-09-29
S002,C05,C05_A9,submit,391,2025-09-08
S002,C05,C05_A8,view,318,2025-11-04
S002,C05,C05_A2,submit,893,2025-11-24
S002,C05,C05_A4,submit,511,2025-10-08
S002,C05,C05_A6,submit,38,2025-12-19
S002,C05,C05_A6,view,471,2025-09-19
S002,C05,C05_A6,attempt,774,2025-10-18
S002,C05,C05_A6,attempt,404,2025-09-07
S002,C05,C05_A4,attempt,82,2025-11-13
S002,C05,C05_A4,submit,229,2025-10-18
S002,C05,C05_A2,submit,325,2025-09-11
S002,C05,C05_A9,attempt,546,2025-10-29
S002,C05,C05_A3,submit,316,2025-12-16
S002,C05,C05_A5,submit,726,2025-11-19
S002,C05,C05_A1,view,161,2025-09-14
S002,C05,C05_A4,attempt,412,2025-12-12
S002,C05,C05_A10,attempt,601,2025-10-18
S002,C05,C05_A8,view,233,2025-11-18
S002,C05,C05_A4,submit,441,2025-11-05
S002,C05,C05_A4,view,76,2025-09-06
S002,C05,C05_A1,view,760,2025-10-14
S002,C05,C05_A8,attempt,561,2025-10-30
S002,C05,C05_A8,view,650,2025-12-25
S002,C05,C05_A4,submit,173,2025-10-13
S002,C05,C05_A5,submit,356,2025-09-22
S002,C05,C05_A9,attempt,661,2025-12-05
S002,C05,C05_A7,attempt,637,2025-10-15
S002,C05,C05_A1,submit,878,2025-11-06
S002,C05,C05_A6,submit,531,2025-12-01
S002,C05,C05_A3,submit,336,2025-11-01
S002,C05,C05_A2,view,407,2025-10-14
S002,C05,C05_A3,submit,142,2025-10-25
S002,C05,C05_A9,submit,345,2025-12-12
S002,C05,C05_A9,submit,734,2025-11-21
S002,C05,C05_A5,view,641,2025-11-01
S002,C05,C05_A5,attempt,701,2025-12-11
S002,C05,C05_A10,submit,621,2025-10-01
S002,C05,C05_A9,submit,82,2025-11-15
S002,C05,C05_A3,attempt,204,2025-11-08
