attempt_id,student_id,activity_id,score,max_score,time_spent_sec,attempt_number,submitted_at
bd41e08b-614c-402e-b858-f78aab42e575,S001,C02_A1,4.094962366170883,10,830,1,2025-10-05
6e79cea1-b23a-4387-b4df-0a38c8ac0228,S001,C02_A7,8.203536818640682,10,668,1,2025-11-29
b8261a97-2ef2-45b1-bd72-e501368c39c5,S001,C02_A7,6.600281446922416,10,720,2,2025-12-20
6048b9b1-7fb6-47aa-8e84-efcdfc5cef07,S001,C02_A1,9.243227748809977,10,100,2,2025-10-02
b64db374-1280-4c97-8e3f-482771c2be3f,S001,C02_A1,9.95682278391842,10,204,2,2025-09-24
a936d516-ab1e-48c5-95c2-0d288a714c1f,S001,C02_A5,9.168848579962246,10,654,1,2025-12-22
751cf50c-deb5-4864-a199-bb7e5484ae61,S001,C02_A7,3.3096227981287383,10,497,2,2025-12-19
c6485b21-9678-48a5-ae48-292d15f70d2c,S001,C02_A5,9.855277569022325,10,615,1,2025-10-17
fbf89dcf-d26b-42ef-b9f2-270f950614fb,S001,C02_A1,4.638505455316571,10,609,2,2025-12-21
98f05484-365b-4321-9858-c40fb5eeb5e0,S001,C02_A1,3.7597226151488203,10,650,1,2025-12-06
00eee845-ede5-4b26-b04c-98e48ddd756a,S001,C01_A4,4.968707102793798,10,681,2,2025-09-26
a92ca140-3bb5-43f7-8bf7-81742f0a7ed4,S001,C01_A2,3.861107592117925,10,815,2,2025-11-25
bb13e9f5-0583-4a8b-ad4e-1326e538391b,S001,C01_A1,7.891614506570807,10,888,1,2025-09-19
c79d43bf-97fa-49eb-8c2f-c86f2cc51ec3,S001,C01_A6,3.0307787481846975,10,129,2,2025-12-26
ad710588-ff52-49a6-9182-88d564295643,S001,C01_A2,8.21295893099737,10,691,2,2025-09-07
92ca33e5-5ee2-4dd7-8dba-1227c51f5922,S001,C01_A2,4.2285843390937785,10,164,1,2025-09-13
c15f6811-bac1-41f7-aab8-8dc09aa22cb5,S001,C01_A5,4.578587094792981,10,835,1,2025-11-10
a1c27d57-971d-42e1-9506-3fe8aa763493,S001,C01_A5,4.8722477749368895,10,573,2,2025-11-05
d055c326-95d6-4e5e-a09f-faca530d87a6,S001,C01_A5,3.6196645102584295,10,880,2,2025-09-23
db4d3556-e618-4d06-9ae2-b948d6656b9a,S001,C01_A4,7.69513479090067,10,794,1,2025-12-22
f44a4ad9-7955-4006-a926-f6cf240e83f0,S001,C01_A4,6.23977913647088,10,436,2,2025-12-19
a9282399-a015-4ac4-b83f-272848b0cf6b,S001,C01_A2,3.714425730934197,10,404,2,2025-09-13
b9f33ac5-5d3b-48b8-a116-d647597b10df,S001,C01_A3,4.8143179084427565,10,44,1,2025-10-05
ee20cc41-135e-4f4d-8b08-42273d0578f5,S001,C01_A2,5.246639474263685,10,718,2,2025-12-06
1fe74eb6-f4cf-4b7b-98d1-f17cf3eb7198,S001,C01_A4,3.8270365419808705,10,872,2,2025-11-22
e7af6141-9d28-4665-81ed-2ecdd38dad3b,S001,C01_A1,3.1264749888895627,10,140,1,2025-11-27
687eb7bf-065b-4df7-b23f-0aee4a00b70a,S001,C01_A6,7.757077321412314,10,512,2,2025-09-05
c46ef549-f5e4-4cf5-8c4f-7aa1231b95a7,S001,C01_A6,4.892165957896241,10,604,2,2025-10-13
b800104d-cabb-471b-8dd8-76be8274d18f,S001,C01_A6,7.843344372409129,10,448,2,2025-09-16
befe946c-e8a2-4501-bb40-26badf258844,S001,C01_A1,4.412550577325607,10,534,2,2025-09-16
f36b5a7d-53fc-4c8e-a02b-a35149e62149,S001,C01_A4,7.460342123577532,10,270,2,2025-12-24
8f620949-ea0f-4cc9-8285-14e4067fb529,S001,C01_A3,5.200287608160471,10,168,2,2025-10-21
eccd61ff-367e-4f8d-b0eb-dd50487d66fd,S001,C01_A6,7.026033725272933,10,409,2,2025-11-26
28da1163-2c2a-4e72-b369-8d4057f3bab1,S001,C01_A4,9.495279350238373,10,631,1,2025-12-06
43a411cc-b4b0-4217-9837-a88342d5bc85,S001,C01_A3,5.53904223447997,10,700,2,2025-09-14
c3cc853d-ab65-4424-a34f-c68a732d85c3,S001,C01_A4,8.712089978564142,10,587,2,2025-12-26
dd598e0e-ebd2-4ff1-b9c4-42ba35e7b94a,S001,C01_A2,3.074927656695221,10,312,2,2025-09-26
628f558c-065c-45ae-8b81-69352d051397,S001,C01_A3,8.322279867961736,10,898,2,2025-12-16
473c92c1-242f-40b3-a20d-689f6b4c943e,S001,C01_A4,6.160538693030582,10,123,2,2025-11-25
d08acbf3-994a-4e64-b033-e3569f353e15,S001,C01_A4,4.574347973263435,10,687,2,2025-11-22
1d0d8761-60ad-460c-b973-f0af35aede66,S001,C01_A1,9.648170375855695,10,51,1,2025-09-08
e6974fd7-ad7c-4ddd-afed-af72098875c0,S001,C01_A3,5.521885302778202,10,242,2,2025-11-16
601c61fe-38d4-4577-9335-0c4d471b7a54,S001,C01_A4,8.326568661220541,10,862,2,2025-12-22
a3503053-4b3c-47f8-8bc3-fc29e920dae7,S001,C01_A3,4.247634872711785,10,366,1,2025-12-10
868a3ef1-4e43-4282-9eda-8118ed86f65d,S001,C01_A6,3.0147381852371518,10,847,1,2025-09-24
b141610e-2982-4f58-b1ef-b235e9c00ca8,S001,C01_A5,8.72516252600616,10,164,1,2025-09-03
a040e75d-e225-43d5-bd88-688bf4437e1c,S001,C01_A5,7.29646949649416,10,208,1,2025-10-05
ea828fd8-bfaa-407a-9cc2-b8b2814d4db9,S001,C01_A5,7.181009144617238,10,159,1,2025-12-05
2d073eb8-61f2-4d0e-b4b5-3d6c5fea3c7b,S001,C01_A3,6.538562880327804,10,545,2,2025-09-30
369f8b62-f8b6-4912-82b6-437a1ddf5f18,S001,C01_A6,4.45560688314017,10,74,2,2025-12-04
ab943dd5-2a7e-41f0-8156-524be44926bc,S001,C01_A2,5.18882944655385,10,563,1,2025-10-10
20eee38f-2ea7-4b56-afc9-13814606f45e,S001,C01_A5,4.194533023804623,10,520,2,2025-12-19
5fa68150-e92b-44cd-8b96-586eb7dfe6dc,S001,C01_A6,6.519614073568671,10,532,2,2025-12-02
2dd6f1cb-751f-4a67-b6e5-18c1c60cb63a,S001,C01_A1,3.1040262826572853,10,359,1,2025-11-18
1f51c37e-762d-4252-8ab4-6b447cae7efd,S001,C01_A5,3.9347310622663434,10,97,1,2025-09-18
30948a2e-d96d-4306-b7e7-3fd8d563db71,S001,C01_A4,9.225353892411787,10,331,2,2025-10-30
22a6167c-4da6-46da-9a86-b3a012f4a650,S001,C01_A2,8.584782583944499,10,842,2,2025-11-30
d2bcc8b6-73fd-415b-8391-a914a9ae777a,S001,C01_A5,8.939091821003093,10,768,2,2025-12-21
ddb25beb-5f6f-4dd2-b5da-5236e56cc3f2,S001,C01_A5,3.720405169907967,10,438,2,2025-10-25
9869bca3-027a-441b-ba75-1a54f4d85080,S001,C01_A1,8.411858370725792,10,127,2,2025-10-12
c4cb355d-fe28-4da6-9e1d-05d1993fd0d0,S001,C01_A4,5.670967737873353,10,350,2,2025-11-26
450eb1c8-7c4b-4db1-8514-63ce1671040c,S001,C01_A5,5.365852430308792,10,413,2,2025-09-21
1d819ce4-88b0-4659-b293-face8dce7619,S001,C01_A5,6.5429660935413985,10,515,1,2025-09-10
7d498c69-ee41-4eb8-8fd7-2a90be1c835a,S001,C01_A4,6.336525916474291,10,472,1,2025-09-14
3b71fd82-359a-4216-82f8-c7d3f368308a,S001,C01_A1,4.508177020299841,10,786,1,2025-10-19
e9c09f6b-c214-497d-a11e-aee96ffcbb65,S001,C01_A1,7.832557738318092,10,392,2,2025-12-22
f2191fed-1578-4889-b4e1-b63ec66f2110,S001,C01_A1,4.818276381995728,10,798,1,2025-10-26
88bc7dae-5883-45ac-933c-d5c3b9effa1f,S001,C01_A1,4.0223186450803325,10,82,2,2025-10-08
10243096-6941-4ad0-88af-be17bec50c7d,S001,C01_A1,4.858441922634674,10,188,2,2025-11-25
74b220ac-b301-4103-b4d4-f3a3030e8dde,S001,C01_A1,6.388364924525822,10,388,1,2025-12-19
50b7313d-ffa2-4eec-8b42-8513dd2ec52d,S001,C01_A5,7.142256565199159,10,617,1,2025-09-30
6ac2bb52-80db-48b7-b20e-345eb7228877,S001,C01_A1,3.502638543434988,10,895,2,2025-11-12
e1e7333d-da4e-45cf-8803-bc097c4b5035,S001,C01_A6,3.8343831351971436,10,303,1,2025-09-05
c782bb9f-80b1-4380-bbf8-0be5af578466,S001,C03_A3,7.295311843864789,10,749,1,2025-12-08
fb6b8596-266c-473d-927b-8161a040d5b9,S001,C03_A5,9.3869145056324,10,794,1,2025-11-08
82d75dee-b6d1-43af-b034-30593774a49b,S001,C03_A5,9.108752575670056,10,349,1,2025-12-03
d2f7e3f2-c29c-4577-86a8-b4c42504e6ee,S001,C03_A2,3.478700690307632,10,825,2,2025-11-13
724ec993-3fc1-43ef-92c4-e2249b3b3b05,S001,C03_A3,8.105450690397268,10,116,1,2025-12-24
f8ec353f-a82f-49b0-9853-0bb6ea865813,S001,C03_A2,8.010111374861138,10,308,2,2025-10-28
ee74ecde-aedf-4842-893f-10c574e278a8,S001,C03_A2,3.5076214506735157,10,464,2,2025-11-03
cb339080-9ed5-427b-9f2b-af4e09083d5f,S001,C03_A10,5.598065367629207,10,143,2,2025-10-08
f08ed3e7-e331-4238-8c7a-0c39a8fd171e,S001,C03_A3,4.386174028149255,10,643,2,2025-09-09
130f6c2a-6043-4e05-8839-a8339be244e3,S001,C03_A3,6.871353611345537,10,815,1,2025-09-19
34f281a4-f1e6-4fab-9947-f7c2baf863cd,S001,C03_A3,5.2858464200240025,10,326,1,2025-10-13
55afd282-a5e1-41d6-a3ad-f58a7a0a1920,S001,C03_A3,3.0574684566188752,10,37,2,2025-11-04
bf12f5bf-7e25-4674-ad0a-d99655fa0063,S001,C03_A10,4.154415196726274,10,470,2,2025-09-24
b1669578-a5b3-4ec8-9b9f-4c8b8a9716c3,S001,C03_A5,7.7966862567182025,10,419,2,2025-11-09
00cfc046-afe5-4c21-80cb-098399bb966f,S001,C03_A2,5.931791598353618,10,500,2,2025-12-28
d58403e4-b209-4483-ad57-588320e79658,S001,C03_A10,7.200527496098989,10,350,1,2025-11-14
028c9ebf-09d1-453f-bb86-45c2f24140fd,S001,C03_A5,4.445430499040152,10,147,1,2025-10-23
4f42705d-b638-4113-8623-748037d7bb4a,S001,C03_A3,8.119965876268452,10,400,1,2025-09-13
7cf25eb0-1df4-421d-abaf-c858963f56df,S001,C03_A5,3.458111346038849,10,566,2,2025-09-12
c7874b95-fd00-4669-9318-b3465db3210d,S001,C03_A3,8.980706832772105,10,228,2,2025-12-26
77c32dcc-d296-462b-b57f-cda4420fe222,S001,C03_A2,9.858197500001488,10,389,2,2025-12-04
12537505-e4e1-40e1-94df-5f46704ba0b0,S001,C03_A3,9.633721146585813,10,864,1,2025-09-20
13cd62b4-8b62-49ad-89df-b564e4a58713,S001,C03_A2,8.696658850213664,10,135,1,2025-09-20
5d5284a1-91d3-4a59-aa9f-b76a6300651a,S001,C03_A3,8.512814812497181,10,808,2,2025-11-15
1f29f213-cb39-48f4-8da8-2907c3b6bfab,S001,C03_A10,7.965397860999491,10,727,1,2025-12-29
3a3ae988-61cd-4f97-a2de-ad40a47a64ad,S001,C03_A10,6.592824841804918,10,502,2,2025-10-29
7672b400-7305-49c2-baeb-fe0514a2433c,S001,C03_A2,6.930157040158463,10,88,1,2025-10-19
d77db575-3592-4ae7-9666-103f15476620,S001,C03_A2,5.580051994488111,10,108,2,2025-11-23
88a00cdb-a041-4f27-89f5-872f2b3e316a,S001,C03_A3,7.159994756711741,10,697,1,2025-09-26
dde6dbd1-6b03-40c2-9a7f-a35a7bedd1af,S001,C03_A5,4.4711232404849515,10,184,1,2025-09-09
7f80b8a2-f428-4591-b82d-d038d5d72110,S001,C03_A5,4.167506573172158,10,135,1,2025-12-14
2b6dbebb-384e-4829-855f-6e77d5e5d7b8,S001,C03_A2,4.179981805351593,10,654,2,2025-09-22
571cf3ad-ecc0-4d5d-ac96-18d401664b42,S001,C03_A3,4.917423839605708,10,372,1,2025-09-10
9603c0d9-f463-4569-b0eb-5674d52bf167,S001,C03_A10,7.084163307943858,10,126,1,2025-11-12
ad7fc153-4ea3-4d3c-9d81-a7d5e7caa299,S001,C03_A10,4.312870041048081,10,647,2,2025-12-22
1258c24e-5165-4196-accc-35bd4793e590,S001,C03_A3,4.496249325170343,10,709,1,2025-09-20
5287c074-1f2e-438a-a4de-18fbc878fab4,S001,C03_A10,5.1820298876660065,10,708,1,2025-10-22
d96e6eb6-4767-4b3d-85df-d387c4bfd431,S001,C03_A2,8.890712914331083,10,347,1,2025-11-12
744c18c6-1df0-44ad-a78f-3edc4bc2d0fe,S001,C03_A3,5.410056572376224,10,688,2,2025-12-12
01be3db2-72f4-4859-8e6e-a294e6ecdd54,S001,C03_A2,9.673928123208755,10,463,2,2025-11-06
4ba85ef1-69b2-40a0-9438-53f5260315c2,S001,C03_A10,8.387942058440203,10,885,1,2025-12-05
94ff3e8e-aaa1-400b-b37e-fe135b090a8f,S001,C03_A5,6.138518172279907,10,814,1,2025-11-20
6faf1c12-efd7-4334-87dd-1e4198d15cc8,S001,C03_A5,8.322533592917603,10,819,1,2025-11-20
907a92f9-0eb5-4e58-9dab-4bac12356890,S001,C03_A3,8.898590929906195,10,768,2,2025-10-28
570d1b95-90c7-4be3-acfb-0fd93e933544,S001,C03_A3,9.621901049697602,10,450,2,2025-10-18
ed554421-734b-452b-8528-38ab0da12fa2,S001,C03_A5,3.394562251898499,10,832,2,2025-10-29
5a905115-a109-44a8-84c5-9bc785e33090,S001,C05_A7,8.771702212291531,10,274,1,2025-10-11
76e3e8c5-3984-4515-ae4b-da8edcc58044,S001,C05_A10,6.5987951920859,10,885,1,2025-09-26
664274ce-2904-4ffa-85e1-d94801c07587,S001,C05_A4,4.607045197336867,10,724,2,2025-11-14
575978eb-510d-4604-a81d-abec405ed96a,S001,C05_A3,5.9104755726055265,10,570,1,2025-10-25
5ef34fdb-015e-47b5-86bf-4a26a6dacca7,S001,C05_A3,6.83817469069539,10,171,2,2025-12-22
102642d6-b99c-480e-9546-efa7128c2f66,S001,C05_A7,4.408826767243966,10,83,1,2025-11-23
77b68e68-1c51-45da-83e9-b06bf18fb600,S001,C05_A1,5.501649961696824,10,410,2,2025-11-11
70047a9a-8ab6-4d0f-acbb-8900032e50db,S001,C05_A4,3.6862992328317077,10,758,2,2025-12-19
8dcf107b-95cd-4d79-947d-046c84460251,S001,C05_A4,6.093565694144397,10,157,2,2025-10-08
fb3b00b3-7346-414f-b768-1e08d93273a6,S001,C05_A7,5.016352601561172,10,811,2,2025-09-22
f47befb8-4646-4325-8c49-65459eafe15c,S001,C05_A7,4.182066691400267,10,180,1,2025-12-17
fe5fc0a7-9f2d-46e7-9708-6b5e50ed8212,S001,C05_A6,9.13149908441957,10,123,2,2025-12-27
955d4682-0f8a-482b-96ab-abd33ffaaa1f,S001,C05_A10,5.873330152250793,10,866,2,2025-10-29
3dac1c97-732f-4dc9-a5b6-824c818ce66b,S001,C05_A1,3.431651837765534,10,57,2,2025-10-25
da5c1af7-64c8-4c12-9f6a-090d78933fea,S001,C05_A10,4.911336296432085,10,435,2,2025-11-05
f841878a-0f0a-4f59-982e-a85a7dd00096,S001,C05_A6,7.285471524614251,10,271,2,2025-10-21
b63b2cae-6964-49d8-a804-6cac3055ae3b,S001,C05_A6,8.603071715201684,10,413,1,2025-09-30
199bb74a-439a-4275-928f-ce03c702e989,S001,C05_A3,3.350085160049023,10,356,2,2025-12-30
98f7ad55-b05f-4d86-a801-b2e2adbef0a8,S001,C05_A10,7.357326313043511,10,889,1,2025-12-02
88624af4-9196-447c-89f4-9ab7a32cfcb9,S001,C05_A7,5.861102133497764,10,881,2,2025-09-19
68c4c2b5-6619-4745-afaa-2bb8d8d33a98,S001,C05_A4,6.14075302851724,10,885,2,2025-09-21
67f9ba37-6c58-4844-a337-971356dcaedc,S001,C05_A7,5.848648159554992,10,463,2,2025-09-16
d9dd4890-e932-440e-85e8-41c6c446fc24,S001,C05_A10,7.517988531991017,10,684,1,2025-12-12
89374075-22bd-42b6-b546-dfc952620891,S001,C05_A4,6.982886104585934,10,886,1,2025-12-26
6dec1e05-5976-4ba2-abc8-3925aac001b1,S001,C05_A7,9.686639114846308,10,641,1,2025-11-09
5ad970cd-ce04-466c-8f33-fe85511b4b2d,S001,C05_A3,6.809355694559405,10,277,1,2025-12-02
7e534991-800c-4ae3-9817-ff2efbe7c54e,S001,C05_A7,6.543142334725132,10,328,1,2025-10-26
5b970e23-6a64-42a5-ac76-3cd7a65bfd25,S001,C05_A4,6.416040595076073,10,659,2,2025-10-17
c6cb3e0b-4ee5-478e-9c93-da6b8388d899,S001,C05_A1,7.606025582603905,10,710,1,2025-11-26
bd8d5ecb-ccdb-4639-b594-95e4a9021c43,S001,C05_A10,9.200599043142653,10,566,2,2025-10-18
783121f0-11e4-4f13-8589-af82c990c31c,S001,C05_A4,5.770085191440758,10,568,2,2025-11-10
7f6d0fc2-9960-44f5-b190-7f0005eaece7,S001,C05_A7,6.581130525715192,10,835,2,2025-11-05
b8b7108a-a970-4e8d-b4d4-0a72a1bf7a9b,S001,C05_A10,6.85206533329388,10,50,1,2025-10-21
9e429126-90df-4641-8130-e84a40541d90,S001,C05_A4,4.200091089414064,10,74,2,2025-11-22
020c3e54-5571-4112-9432-e135466d8fb9,S001,C05_A6,4.59792799469985,10,412,2,2025-10-04
bf475537-5054-412b-a340-4ca10edd08c7,S001,C05_A10,9.110810970823788,10,383,2,2025-10-02
76907522-dbc3-4dc2-829c-dca7341eafa7,S001,C05_A7,7.608533388368187,10,702,1,2025-11-21
c2d6be4c-9284-4e10-a003-b9342e5f27af,S001,C05_A6,7.612144698476019,10,804,2,2025-10-14
b33914d8-412c-47be-8415-e94254d0cad5,S001,C05_A10,4.696245853287559,10,75,2,2025-10-17
f860480d-b2d9-48c3-8b0c-befb237c28aa,S001,C05_A1,6.113163784356891,10,209,1,2025-12-17
fccf4bb1-7b15-4f35-8c3b-9cef3491129e,S001,C05_A7,9.35813950567053,10,676,2,2025-09-25
8daf762b-eeed-4a4a-b83f-ff4f7c9804c1,S001,C05_A6,3.034438898214326,10,94,1,2025-12-02
f391af16-0e18-4c8b-b439-a2b5b3304bc0,S001,C05_A1,5.516808364910492,10,74,2,2025-12-12
bbd18ff8-3ef8-4d31-9e37-3b0df5768b20,S001,C05_A7,9.749798273005306,10,72,2,2025-10-12
a92a1035-6e51-4754-b5be-720afc3da497,S001,C05_A4,9.716006419581916,10,801,2,2025-11-23
9ea29b51-6ebf-4c7b-b523-8da62c391e8b,S001,C05_A1,3.1125433972608665,10,157,2,2025-12-13
889b64c2-010c-43c7-9997-9931a1c463b3,S001,C05_A10,3.434085477012676,10,846,2,2025-11-07
edefa16e-550f-4829-ab91-5b4ac32aa3f4,S001,C05_A1,5.558916837415369,10,646,2,2025-12-16
4fdc31da-ea82-4708-8b4c-af73b43ba333,S001,C05_A7,9.07444674685695,10,706,2,2025-10-09
5ffa0568-67fe-46bb-857c-82f29f28e4c6,S001,C05_A3,6.905915389957151,10,466,1,2025-09-23
ee15f023-f06c-4cea-9809-cce5a055e8e1,S001,C05_A4,4.988628594307077,10,484,2,2025-10-16
6d0d8a7c-e4b0-4214-b240-74ac11e1d4d0,S001,C05_A3,8.809320310147228,10,73,2,2025-12-04
17175f77-e347-4d0b-af9c-f0fa2aac45ca,S001,C05_A10,9.638962360485063,10,445,2,2025-10-18
50c576ab-03db-4aac-ab63-593391e039f9,S001,C05_A6,5.225644226431683,10,193,1,2025-09-05
86b37ef7-6052-4da0-b06a-7bfc521d901c,S001,C05_A10,5.655447474625664,10,899,2,2025-11-18
da4640d3-9443-4c1f-8f79-3410542de9da,S001,C05_A3,6.053200794556877,10,725,2,2025-10-29
b3bdb1f7-1d45-4dee-b4d8-c3c67b58d986,S001,C05_A10,7.873758811336748,10,410,2,2025-10-28
83fe88e9-efda-422b-af5a-299cf095f110,S001,C05_A3,9.107570369324852,10,405,2,2025-10-22
914a07ec-e18e-487e-b2ae-0efffc8f2b6c,S001,C05_A1,6.203482397676737,10,750,1,2025-10-29
cf66f937-8780-4feb-b64e-ba5313074e39,S001,C05_A6,7.3215709802603905,10,656,2,2025-10-08
72fd079f-0759-474f-81cb-ce31e1a890b3,S001,C05_A7,8.775627413759363,10,895,2,2025-10-12
c454a23c-4654-49dc-8936-7bc2db7823ba,S001,C05_A4,5.427202771990953,10,385,1,2025-12-01
134069bf-201b-4a0c-bede-cdc04f50aeb0,S001,C05_A1,6.234682484417435,10,593,1,2025-11-10
bd11c9a4-958c-4d7f-b259-6d614ff9d556,S002,C05_A10,9.460259651075845,10,839,1,2025-11-04
d69fffa7-e158-4d2d-8c65-fd7deced9c05,S002,C05_A10,8.303194617320461,10,97,1,2025-10-11
b33c22ea-97dc-4899-801d-bf97c1b973f9,S002,C05_A6,4.7687386270702685,10,873,1,2025-11-14
bb4768f7-868a-46f6-af85-31ab70823347,S002,C05_A3,8.500080511626074,10,158,2,2025-10-12
1a076773-2ba8-4796-8319-1f43d2a2fb92,S002,C05_A7,5.796749580389247,10,105,1,2025-10-29
c8a41539-f240-42a8-bcda-cdbfabc40a46,S002,C05_A1,7.709287252931879,10,726,2,2025-11-07
2051bdb3-848f-4bd9-b7c6-86f817b1cee9,S002,C05_A6,8.643925710261408,10,161,2,2025-12-23
45d7eaa3-acc1-456f-8a9e-5d19155e1a3b,S002,C05_A6,4.5522105176151015,10,685,1,2025-11-16
5bf350d3-2208-4879-96c6-7bccc2a2c8b8,S002,C05_A6,8.679119159329238,10,816,2,2025-09-18
355a59a1-39fe-4c82-9197-aac0beb8a7da,S002,C05_A3,8.860768404838254,10,881,2,2025-09-17
49f773df-eeb1-4220-b424-1d4a839478ed,S002,C05_A4,8.958703954690478,10,186,2,2025-10-10
551b90b7-5917-483e-9e88-ab6decefcc78,S002,C05_A3,3.602860387852363,10,260,2,2025-10-16
158029fe-9d00-4c2f-93f6-e5b04b121728,S002,C05_A7,5.880854428569039,10,320,1,2025-12-19
483ac32d-7926-4844-82fc-593db384ca4f,S002,C05_A3,8.281302024359867,10,286,2,2025-09-27
02e73dca-672a-49df-8424-291946cdda58,S002,C05_A10,8.857143662156314,10,624,2,2025-09-21
8e253ff5-c766-45a9-a1ae-08f86e5eab04,S002,C05_A10,6.986469924518762,10,649,1,2025-10-15
eda35ef6-7672-468e-8d3a-782d5040c0ec,S002,C05_A6,9.620000161109218,10,819,1,2025-11-14
932bf11c-9ff4-4846-8ad9-52bd283103b8,S002,C05_A4,7.621119003299638,10,456,2,2025-11-20
a4c75936-c177-4e4a-ae34-c732477c50df,S002,C05_A4,8.162412009558537,10,61,1,2025-11-04
5ac8d8ca-282e-4f5f-b949-3d23c62f1265,S002,C05_A10,7.86532083599472,10,339,2,2025-11-02
ed00f4cf-bccf-4a99-a286-3fa609e3b8e7,S002,C05_A3,8.039267862554683,10,191,1,2025-10-28
83df8d0c-c97a-4c24-8e0f-e0775152f196,S002,C05_A7,7.469282427755296,10,525,2,2025-10-31
52b16211-a2ec-41be-b667-9ade37468db7,S002,C05_A6,5.656996166999532,10,378,1,2025-11-18
6350dab2-fd43-4cda-a0ca-6e2b5732d966,S002,C05_A4,4.361067408576264,10,350,1,2025-12-21
403cdabd-0aff-4adb-958f-7f37b7607afe,S002,C05_A4,4.024525778537368,10,438,1,2025-09-18
612512a1-ef02-464a-94fe-f22de7b51739,S002,C05_A10,6.089425458572139,10,557,2,2025-11-12
115e064e-05e8-48c1-a689-96b96e7adc15,S002,C05_A7,8.489427994662417,10,356,2,2025-10-02
a74027d0-69f1-495c-9dc0-469692d9df45,S002,C05_A7,8.042053699841865,10,155,1,2025-10-06
9059257b-5ae4-42bb-a7d6-d35e84c55cf5,S002,C05_A6,3.665667607805501,10,193,2,2025-12-15
81f21fa3-dde2-4b12-84d7-03e52123fd69,S002,C05_A6,5.302751213370483,10,621,2,2025-12-03
480e74f3-85fb-469b-8edc-7e9c7cf824b7,S002,C05_A7,6.649286631106932,10,540,2,2025-11-06
397ca4aa-b0a6-489c-a5e6-6953b2dd3d7b,S002,C05_A7,9.76139226330637,10,539,2,2025-09-04
d8e8985d-ea8c-407f-83be-0717bb6a993d,S002,C05_A4,7.772542025830225,10,511,2,2025-10-08
b6dbcc83-b45a-4a1f-83d2-02caa689daf7,S002,C05_A6,4.030801924132593,10,38,2,2025-12-19
919cdb48-4773-4ea9-8300-2126ce7818d4,S002,C05_A6,4.248750941893594,10,471,2,2025-09-19
6198d816-71e8-49bf-a6bf-0486d4c5ddf4,S002,C05_A6,5.661865279337233,10,774,2,2025-10-18
85e00162-0e42-4ca0-a6d2-448ab888622c,S002,C05_A6,3.9405192698478237,10,404,1,2025-09-07
9887af91-f409-4953-8e6f-d6c91dd0134f,S002,C05_A4,6.120871768962574,10,82,1,2025-11-13
979344ac-6f70-48c5-b59d-4f56f7e3506b,S002,C05_A4,7.693866248163387,10,229,1,2025-10-18
388c182d-5536-4ff9-b8ab-d9022dea3c0a,S002,C05_A3,8.53435723341024,10,316,2,2025-12-16
aefb9efb-ae50-414c-a2d7-881ad68c3ef4,S002,C05_A1,6.232135824277876,10,161,2,2025-09-14
cb605c03-b714-4d19-a270-8079b8367e25,S002,C05_A4,6.152142036341284,10,412,2,2025-12-12
